Instance name;Instance identification;Repository url;Function declaration
241_hard_existing_cfg;MNN - ErrorCode StaticModule::_resize(const std::vector<Express::VARP> &inputs);https://github.com/alibaba/MNN.git;ErrorCode StaticModule::_resize(const std::vector<Express::VARP> &inputs)
242_hard_existing_cfg;mold - template<> void shrink_section<mold::LOONGARCH32>(Context<E> &ctx, InputSection<E> &isec);https://github.com/rui314/mold.git;template<> void shrink_section<mold::LOONGARCH32>(Context<E> &ctx, InputSection<E> &isec)
243_hard_existing_cfg;mold - template<> void shrink_section<mold::RV32LE>(Context<E> &ctx, InputSection<E> &isec);https://github.com/rui314/mold.git;template<> void shrink_section<mold::RV32LE>(Context<E> &ctx, InputSection<E> &isec)
244_hard_existing_cfg;mujoco - static bool tryParseDouble(const char *s, const char *s_end, double *result);https://github.com/google-deepmind/mujoco.git;static bool tryParseDouble(const char *s, const char *s_end, double *result)
245_hard_existing_cfg;mujoco - static unsigned int encodeLZ77(uivector *out, Hash *hash, const unsigned char *in, size_t i;https://github.com/google-deepmind/mujoco.git;static unsigned int encodeLZ77(uivector *out, Hash *hash, const unsigned char *in, size_t i
246_hard_existing_cfg;mujoco - void MjCJointTest_AlignFree_Test::TestBody();https://github.com/google-deepmind/mujoco.git;void MjCJointTest_AlignFree_Test::TestBody()
247_hard_existing_cfg;mujoco - void MujocoTest_AttachFrame_Test::TestBody();https://github.com/google-deepmind/mujoco.git;void MujocoTest_AttachFrame_Test::TestBody()
248_hard_existing_cfg;mujoco - void SupportTest_SetKeyframe_Test::TestBody();https://github.com/google-deepmind/mujoco.git;void SupportTest_SetKeyframe_Test::TestBody()
249_hard_existing_cfg;mujoco - void UserFlexTest_LoadMSHSurfaceBinary_41_Success_Test::TestBody();https://github.com/google-deepmind/mujoco.git;void UserFlexTest_LoadMSHSurfaceBinary_41_Success_Test::TestBody()
250_hard_existing_cfg;ncnn - int CumulativeSum::forward_inplace(Mat &bottom_top_blob, const Option &opt) const;https://github.com/Tencent/ncnn.git;int CumulativeSum::forward_inplace(Mat &bottom_top_blob, const Option &opt) const
251_hard_existing_cfg;ncnn - int Interp::forward(const std::vector<Mat> &bottom_blobs, std::vector<Mat> &top_blobs, const ;https://github.com/Tencent/ncnn.git;int Interp::forward(const std::vector<Mat> &bottom_blobs, std::vector<Mat> &top_blobs, const 
252_hard_existing_cfg;ncnn - int QuantNet::quantize_EQ();https://github.com/Tencent/ncnn.git;int QuantNet::quantize_EQ()
253_hard_existing_cfg;ncnn - int Softmax_arm::forward_inplace_bf16s(Mat &bottom_top_blob, const Option &opt) const;https://github.com/Tencent/ncnn.git;int Softmax_arm::forward_inplace_bf16s(Mat &bottom_top_blob, const Option &opt) const
254_hard_existing_cfg;ncnn - static void pack_A_tile_bf16_fp16(const Mat &A, Mat &AT, int i, int max_ii, int k, int max_kk;https://github.com/Tencent/ncnn.git;static void pack_A_tile_bf16_fp16(const Mat &A, Mat &AT, int i, int max_ii, int k, int max_kk
255_hard_existing_cfg;ncnn - static void rnn_int8(const Mat &bottom_blob_int8, const Mat &bottom_blob_int8_descales, Mat &;https://github.com/Tencent/ncnn.git;static void rnn_int8(const Mat &bottom_blob_int8, const Mat &bottom_blob_int8_descales, Mat &
256_hard_existing_cfg;ncnn - static void transpose_pack_B_tile_bf16_fp16(const Mat &B, Mat &BT, int j, int max_jj, int k, ;https://github.com/Tencent/ncnn.git;static void transpose_pack_B_tile_bf16_fp16(const Mat &B, Mat &BT, int j, int max_jj, int k, 
257_hard_existing_cfg;ncnn - static void transpose_pack_B_tile(const Mat &B, Mat &BT, int j, int max_jj, int k, int max_kk;https://github.com/Tencent/ncnn.git;static void transpose_pack_B_tile(const Mat &B, Mat &BT, int j, int max_jj, int k, int max_kk
258_hard_existing_cfg;ninja - void BuildWithLogTest_RebuildAfterFailure_Test::TestBody();https://github.com/ninja-build/ninja.git;void BuildWithLogTest_RebuildAfterFailure_Test::TestBody()
259_hard_existing_cfg;ninja - void BuildWithQueryDepsLogTest_TwoOutputsDepFileMSVC_Test::TestBody();https://github.com/ninja-build/ninja.git;void BuildWithQueryDepsLogTest_TwoOutputsDepFileMSVC_Test::TestBody()
260_hard_existing_cfg;ninja - void GraphTest_InputsCollectorWithEscapes_Test::TestBody();https://github.com/ninja-build/ninja.git;void GraphTest_InputsCollectorWithEscapes_Test::TestBody()
261_hard_existing_cfg;ninja - void SubprocessTest_SetWithMulti_Test::TestBody();https://github.com/ninja-build/ninja.git;void SubprocessTest_SetWithMulti_Test::TestBody()
262_hard_existing_cfg;oneDNN - float brg_blocking_t::est_eff_1x1();https://github.com/uxlfoundation/oneDNN.git;float brg_blocking_t::est_eff_1x1()
263_hard_existing_cfg;Open3D - bool ImGui::SliderScalar(const char *label, ImGuiDataType data_type, void *p_data, const vo;https://github.com/isl-org/Open3D.git;bool ImGui::SliderScalar(const char *label, ImGuiDataType data_type, void *p_data, const vo
264_hard_existing_cfg;Open3D - bool ImGuiListClipper::Step();https://github.com/isl-org/Open3D.git;bool ImGuiListClipper::Step()
265_hard_existing_cfg;Open3D - static bool ImGui::UpdateWindowManualResize(ImGuiWindow *window, const ImVec2 &size_auto_fi;https://github.com/isl-org/Open3D.git;static bool ImGui::UpdateWindowManualResize(ImGuiWindow *window, const ImVec2 &size_auto_fi
266_hard_existing_cfg;Open3D - void ImGui::TableMergeDrawChannels(ImGuiTable *table);https://github.com/isl-org/Open3D.git;void ImGui::TableMergeDrawChannels(ImGuiTable *table)
267_hard_existing_cfg;"osquery - std::string TableProperties::ToString(const std::string &prop_delim = \""; \"", const std::str";https://github.com/osquery/osquery.git;"std::string TableProperties::ToString(const std::string &prop_delim = \""; \"", const std::str"
268_hard_existing_cfg;osquery - void CompactionJob::ProcessKeyValueCompaction(SubcompactionState *sub_compact);https://github.com/osquery/osquery.git;void CompactionJob::ProcessKeyValueCompaction(SubcompactionState *sub_compact)
269_hard_existing_cfg;osquery - void VersionStorageInfo::CalculateBaseBytes(const ImmutableOptions &ioptions, const Mutabl;https://github.com/osquery/osquery.git;void VersionStorageInfo::CalculateBaseBytes(const ImmutableOptions &ioptions, const Mutabl
270_hard_existing_cfg;poco - static const XML_Char *getContext(XML_Parser parser);https://github.com/pocoproject/poco.git;static const XML_Char *getContext(XML_Parser parser)
271_hard_existing_cfg;PositionBasedDynamics - bool ImGui::BeginMenuEx(const char *label, const char *icon, bool enabled = ;https://github.com/InteractiveComputerGraphics/PositionBasedDynamics.git;bool ImGui::BeginMenuEx(const char *label, const char *icon, bool enabled = 
272_hard_existing_cfg;retdec - int PeLib::ImageLoader::captureNtHeaders(ByteBuffer &fileData);https://github.com/InteractiveComputerGraphics/PositionBasedDynamics.git;int PeLib::ImageLoader::captureNtHeaders(ByteBuffer &fileData)
273_hard_existing_cfg;root - bool Lexer::SkipBlockComment(Token &Result, const char *CurPtr, bool &TokAtPhysicalStartOfLin;https://github.com/root-project/root.git;bool Lexer::SkipBlockComment(Token &Result, const char *CurPtr, bool &TokAtPhysicalStartOfLin
274_hard_existing_cfg;root - bool X86TargetInfo::initFeatureMap(llvm::StringMap<bool> &Features, DiagnosticsEngine &Diags,;https://github.com/root-project/root.git;bool X86TargetInfo::initFeatureMap(llvm::StringMap<bool> &Features, DiagnosticsEngine &Diags,
275_hard_existing_cfg;root - std::optional<uint32_t> Lexer::tryReadNumericUCN(const char *&StartPtr, const char *SlashLoc,;https://github.com/root-project/root.git;std::optional<uint32_t> Lexer::tryReadNumericUCN(const char *&StartPtr, const char *SlashLoc,
276_hard_existing_cfg;root - void RooVectorDataStore::cacheArgs(const RooAbsArg *owner, RooArgSet &newVarSet, const RooArg;https://github.com/root-project/root.git;void RooVectorDataStore::cacheArgs(const RooAbsArg *owner, RooArgSet &newVarSet, const RooArg
277_hard_existing_cfg;simdjson - template<> inline error_code json_iterator::walk_document<false, simdjson::arm64::(anonym;https://github.com/simdjson/simdjson.git;template<> inline error_code json_iterator::walk_document<false, simdjson::arm64::(anonym
278_hard_existing_cfg;thrift - void t_delphi_generator::generate_delphi_struct_definition(ostream &out, t_struct *tstruct);https://github.com/apache/thrift.git;void t_delphi_generator::generate_delphi_struct_definition(ostream &out, t_struct *tstruct)
279_hard_existing_cfg;thrift - void t_py_generator::generate_service_client(t_service *tservice);https://github.com/apache/thrift.git;void t_py_generator::generate_service_client(t_service *tservice)
280_hard_existing_cfg;TrinityCore - static char *soap_collapse(struct soap *soap, char *s, int flag, int insitu);https://github.com/TrinityCore/TrinityCore.git;static char *soap_collapse(struct soap *soap, char *s, int flag, int insitu)
281_hard_existing_cfg;TrinityCore - static int http_parse(struct soap *soap);https://github.com/TrinityCore/TrinityCore.git;static int http_parse(struct soap *soap)
282_hard_existing_cfg;TrinityCore - static int http_response(struct soap *soap, int status, uint64_t count);https://github.com/TrinityCore/TrinityCore.git;static int http_response(struct soap *soap, int status, uint64_t count)
283_hard_existing_cfg;TrinityCore - static int ssl_auth_init(struct soap *soap);https://github.com/TrinityCore/TrinityCore.git;static int ssl_auth_init(struct soap *soap)
284_hard_existing_cfg;TrinityCore - struct SOAP_ENV__Fault *soap_in_SOAP_ENV__Fault(struct soap *soap, const char *tag, st;https://github.com/TrinityCore/TrinityCore.git;struct SOAP_ENV__Fault *soap_in_SOAP_ENV__Fault(struct soap *soap, const char *tag, st
285_hard_existing_cfg;VTK - bool SingleOperation::_isEquivalentTo(const util::IComparable *other, util::IComparable::Crite;https://github.com/Kitware/VTK.git;bool SingleOperation::_isEquivalentTo(const util::IComparable *other, util::IComparable::Crite
286_hard_existing_cfg;VTK - int readSolInfo(int cgioNum, double nodeId, CGNSRead::BaseInformation &baseInfo);https://github.com/Kitware/VTK.git;int readSolInfo(int cgioNum, double nodeId, CGNSRead::BaseInformation &baseInfo)
287_hard_existing_cfg;VTK - template<> auto format_float<double>(double value, int precision, const format_specs &specs, b;https://github.com/Kitware/VTK.git;template<> auto format_float<double>(double value, int precision, const format_specs &specs, b
288_hard_existing_cfg;VTK - void internal_output_field_metadata(int exoid, ex_entity_type type, vtkioss_Ioss::GroupingEnti;https://github.com/Kitware/VTK.git;void internal_output_field_metadata(int exoid, ex_entity_type type, vtkioss_Ioss::GroupingEnti
289_hard_existing_cfg;z3 - br_status bool_rewriter::mk_eq_core(expr *lhs, expr *rhs, expr_ref &result);https://github.com/Z3Prover/z3.git;br_status bool_rewriter::mk_eq_core(expr *lhs, expr *rhs, expr_ref &result)
290_hard_existing_cfg;z3 - lbool solver::check_solver_state();https://github.com/Z3Prover/z3.git;lbool solver::check_solver_state()
